current_episode,episode reward,episode_end,epoch,epsilon,reward,step,total_reward,train_loss
917.0,1.0,1.0,1,0.009999999776482582,1.0,15449,1.0,7.12360197212547e-05
920.0,0.0,0.0,1,0.009999999776482582,0.0,15499,1.0,5.347067417460494e-05
924.0,0.0,0.0,1,0.009999999776482582,0.0,15549,1.0,2.8498958272393793e-05
927.0,0.0,0.0,1,0.009999999776482582,0.0,15599,1.0,1.661078931647353e-05
931.0,0.0,0.0,1,0.009999999776482582,0.0,15649,1.0,1.7241109162569046e-05
934.0,0.0,0.0,1,0.009999999776482582,0.0,15699,1.0,1.1301322956569493e-05
938.0,0.0,0.0,1,0.009999999776482582,0.0,15749,1.0,3.0437724944931688e-06
941.0,0.0,0.0,1,0.009999999776482582,0.0,15799,1.0,4.8099127525347285e-06
945.0,0.0,0.0,1,0.009999999776482582,0.0,15849,1.0,1.2769518434652127e-05
949.0,1.0,1.0,1,0.009999999776482582,1.0,15899,1.0,8.323566362378187e-06
952.0,0.0,0.0,1,0.009999999776482582,0.0,15949,1.0,1.8854636437026784e-05
955.0,0.0,0.0,1,0.009999999776482582,0.0,15999,1.0,3.540692705428228e-05
959.0,0.0,0.0,1,0.009999999776482582,0.0,16049,1.0,4.366067150840536e-05
962.0,0.0,0.0,1,0.009999999776482582,0.0,16099,1.0,1.3575029697676655e-05
966.0,0.0,0.0,1,0.009999999776482582,0.0,16149,1.0,1.3021446648053825e-05
970.0,1.0,1.0,1,0.009999999776482582,1.0,16199,1.0,1.5827201423235238e-05
973.0,0.0,0.0,1,0.009999999776482582,0.0,16249,1.0,1.0961466614389792e-05
977.0,1.0,1.0,1,0.009999999776482582,1.0,16299,1.0,1.0364224181103054e-05
980.0,0.0,0.0,1,0.009999999776482582,0.0,16349,1.0,2.3869279175414704e-05
984.0,1.0,1.0,1,0.009999999776482582,1.0,16399,1.0,8.668325790495146e-06
987.0,0.0,0.0,1,0.009999999776482582,0.0,16449,1.0,5.434924332803348e-06
991.0,1.0,1.0,1,0.009999999776482582,1.0,16499,1.0,1.954149774974212e-05
994.0,0.0,0.0,1,0.009999999776482582,0.0,16549,1.0,1.5555631762254052e-05
998.0,1.0,1.0,1,0.009999999776482582,1.0,16599,1.0,8.501143383909948e-06
1000.0,1.0,1.0,1,0.009999999776482582,1.0,16627,1.0,1.3069363376416732e-05
